id,boletin,fecha,resumen,estado,url
7652,11091-07,2017-01-17,Modifica la Carta Fundamental en materia de inhabilidades para ser candidato a diputado o senador y de causales de cesación en el cargo,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11091-07
7653,11090-04,2017-01-17,"Autoriza erigir un monumento, en la comuna de Los Andes, en conmemoración del bicentenario del cruce del Ejército de Los Andes.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11090-04
7654,11092-07,2017-01-17,Sobre protección de datos personales.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11092-07
7655,11087-03,2017-01-17,"Modifica el decreto ley N°211, de 1973, que Fija normas para la defensa de la libre competencia, para sancionar la fijación unilateral de plazos de pago de bienes y servicios, como acto atentatorio contra la libre competencia",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11087-03
7656,11093-15,2017-01-17,Modifica el Código Aeronáutico para establecer la obligación del transportador de contar con un sistema de registro audiovisual.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11093-15
7657,11095-13,2017-01-18,Modifica el Código del Trabajo para fomentar la inclusión laboral de los trabajadores extranjeros,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11095-13
7658,11097-11,2017-01-18,"Modifica la ley N°20.000, que sanciona el tráfico ilícito de estupefacientes y sustancias sicotrópicas, en materia de incidencia de la pureza de las sustancias incautadas, para efectos de la persecución penal",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11097-11
7659,11098-07,2017-01-18,"Modifica el Código Penal, para tipificar el delito de ejecución extralegal y establecer su imprescriptibilidad",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11098-07
7660,11094-04,2017-01-18,Regula beneficio que indica para los trabajadores de los establecimientos de educación parvularia administrados en convenio con JUNJI.,aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11094-04
7661,11111-06,2017-01-19,"Modifica las leyes N°s 18.556 y 18.700, en materia de registro electoral de pueblos originarios y de distribución de distritos y circunscripciones electorales parlamentarias",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11111-06
7662,11109-07,2017-01-19,Modifica la Carta Fundamental para establecer cupos parlamentarios reservados a representantes de pueblos originarios,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11109-07
7663,11100-11,2017-01-19,"Modifica la ley N°20.418, que Fija normas sobre información, orientación y prestaciones en materia de regulación de la fertilidad, para incorporar en ella información sobre tratamientos de infertilidad y fertilización asistida",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11100-11
7664,11101-19,2017-01-23,"Crea el Ministerio de Ciencia, Tecnología, Conocimiento e Innovación.",aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11101-19
7665,11104-13,2017-01-23,"Modifica el Código del Trabajo, para incorporar el contrato especial de manipuladores de alimentos",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11104-13
7666,11108-07,2017-01-24,"Modifica el Código Civil, en materia de ejercicio abusivo de los derechos",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11108-07
7667,11106-07,2017-01-24,Sobre protección integral a la maternidad.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11106-07
7668,11105-07,2017-01-24,Modifica la Carta Fundamental en materia de abuso del derecho,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11105-07
7669,11107-07,2017-01-24,Modifica el Código de Procedimiento Civil y el Código Orgánico de Tribunales en lo relativo a la tramitación de las causas civiles y a los abogados integrantes de los tribunales superiores de justicia.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11107-07
7670,11112-11,2017-01-25,"Modifica la ley N°20.000, que Sanciona el Tráfico Ilícito de Estupefacientes y Sustancias Sicotrópicas, en cuanto a la incidencia del contenido, composición y grado de pureza de las sustancias incautadas, para efectos de la persecución penal",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11112-11
7671,11114-03,2017-01-25,"Modifica la ley N°20.720, que Sustituye el régimen concursal vigente por una ley de reorganización y liquidación de empresas y personas, y perfecciona el rol de la Superintendencia del ramo, para establecer una nueva causal de exclusión de la Nómina de Veedores, aplicable a los síndicos",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11114-03
7672,11110-13,2017-01-25,Modifica el Código del Trabajo para establecer el derecho a la desconexión laboral,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11110-13
7673,11113-13,2017-01-25,"Modifica el Código del Trabajo para incorporar, como cláusula obligatoria en los contratos de trabajo, información relativa a accidentes del trabajo y enfermedades profesionales",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11113-13
7674,11115-14,2017-01-25,"Modifica el decreto con fuerza de ley N° 458, de 1975, del Ministerio de Vivienda y Urbanismo, ley General de Urbanismo y Construcciones, y la ley N° 19.537, sobre Copropiedad Inmobiliaria, en materia de lavanderías comunitarias",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11115-14
7675,11120-05,2017-01-26,Modifica el Código Tributario con el objeto de establecer un plazo para informar al Servicio de Impuestos Internos las modificaciones importantes de los datos de la declaración de inicio de actividades,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11120-05
7676,11117-11,2017-01-26,"Exige a los adjudicatarios de patentes comerciales que desarrollen su actividad en balnearios, la implementación de un sistema de medición de los índices de radiación ultravioleta, para prevenir los daños que causa la exposición solar en la salud de la población",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11117-11
7677,11118-21,2017-01-26,"Modifica la ley N° 18.892, ley General de Pesca y Acuicultura, en materia de definición de embarcación pesquera artesanal o embarcación artesanal",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11118-21
7678,11119-03,2017-01-26,"Modifica la ley N° 20.720, que Sustituye el régimen concursal vigente por una ley de reorganización y liquidación de empresas y personas, y perfecciona el rol de la Superintendencia del ramo, con el objeto de simplificar el Procedimiento Concursal de Renegociación de la Persona Deudora",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11119-03
7679,11121-06,2017-01-26,"Modifica la ley N° 19.175, orgánica constitucional sobre Gobierno y Administración Regional, en materia de inhabilidades para ser candidato a gobernador",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11121-06
7680,11147-13,2017-01-30,Crea el estatuto general de acuerdos laborales en el sector público,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11147-13
7681,11127-07,2017-02-03,"Modifica el decreto ley N° 2.573, de 1979, ley Orgánica del Consejo de Defensa del Estado, en materia de nombramiento de los integrantes de dicho servicio y de duración en sus cargos",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11127-07
7682,11126-07,2017-02-03,Modifica el Código Civil en el sentido de suprimir el impedimento de segundas nupcias,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11126-07
7683,11354-06,2017-02-08,"Modifica la Ley Orgánica Constitucional de Municipalidades, para considerar la inhabilidad para los cargos de alcalde y concejales, de las personas condenadas como autor de algún delito constitutivo de violencia intrafamiliar.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11354-06
7684,11355-24,2017-02-08,"Establece el 20 de septiembre de cada año como feriado para la Región de Coquimbo, con motivo de la celebración de la fiesta costumbrista de La Pampilla",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11355-24
7685,11356-07,2017-02-08,Modifica el Código Procesal Penal en materia de legitimación activa tratándose de los delitos sexuales cometidos contra menores de edad,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11356-07
7686,11072-07,2017-03-01,Sanciona a quienes obstaculicen o impidan la relación de un menor con el progenitor u otro pariente que no tenga su cuidado personal.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11072-07
7687,11069-29,2017-03-01,Exige medidas de seguridad para la práctica del montañismo y establece sanciones en caso de incumplimiento de las mismas,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11069-29
7688,11068-13,2017-03-01,"Sustituye el artículo 44 de la ley N° 17.374, que fija nuevo texto refundido, coordinado y actualizado del decreto con fuerza de ley N° 313, de 1960, que aprobara la ley orgánica de la Dirección Estadística y Censos y Crea el Instituto Nacional de Estadísticas",aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11068-13
7689,11070-07,2017-03-01,Modifica el Código Penal con el objeto de establecer como circunstancia agravante de la responsabilidad criminal el hecho de cometer un delito contra un turista extranjero,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11070-07
7690,11071-07,2017-03-01,"Modifica el Código Procesal Penal para establecer la obligatoriedad de la prisión preventiva en caso de reincidencia, respecto de los delitos que indica",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11071-07
7691,11213-18,2017-03-05,"Modifica la ley N°19.968, que Crea los Tribunales de Familia, para dar rápida y efectiva tramitación a las denuncias de violencia intrafamiliar deducidas por terceros",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11213-18
7692,11210-13,2017-03-05,Modifica el Código del Trabajo en materia de recepción de la prueba no ofrecida oportunamente,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11210-13
7693,11212-07,2017-03-05,Modifica el Código Procesal Penal para establecer efectos procesales en caso de incumplimiento de la resolución judicial que fija plazo para la formalización de la investigación,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11212-07
7694,11223-13,2017-03-05,Modifica el Código del Trabajo con el objeto de aumentar los días de feriado anual de los trabajadores,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11223-13
7695,11209-02,2017-03-05,Sobre plazos de prescripción de la responsabilidad administrativa de las Fuerzas Armadas y Carabineros de Chile.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11209-02
7696,11211-07,2017-03-05,Modifica el Código de Procedimiento Civil en lo que respecta a la facultad del tribunal para denegar la ejecución en el caso de las acciones cambiarias,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11211-07
7697,11214-07,2017-03-05,Modifica el artículo 214 del Código Penal para sancionar la usurpación de identidad por medios informáticos.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11214-07
7698,11358-13,2017-03-08,Otorga plazo a los empleadores para la adecuación de los contratos de trabajo dispuesta en virtud de la ley N° 20.281,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11358-13
7699,11359-11,2017-03-08,Sobre donación y trasplante de células madre de médula ósea,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11359-11
7700,11461-07,2017-03-10,Establece el día 7 de febrero como el día nacional por la no violencia en el pololeo.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11461-07
7701,11142-29,2017-03-13,"Modifica la ley N° 18.290, de Tránsito, con el objeto de exigir, para la realización de competiciones de rally, la autorización de la federación respectiva",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11142-29
7702,11145-07,2017-03-14,"Modifica la ley N° 19.640, orgánica constitucional del Ministerio Público, en el sentido de establecer una preferencia en la investigación de delitos cuyas víctimas sean menores o adultos mayores",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11145-07
7703,11143-06,2017-03-14,Concede la nacionalidad por gracia al deportista Arley Méndez Pérez,aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11143-06
7704,11146-07,2017-03-14,"Modifica la ley N° 20.880, Sobre Probidad en la Función Pública y Prevención de los Conflictos de Intereses, con el objeto de incluir los activos o inversiones en el extranjero en el mandato especial de administración de cartera de valores que deben constituir ciertas autoridades",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11146-07
7705,11149-03,2017-03-15,"Modifica la ley N° 19.496, que Establece normas sobre protección de los derechos de los consumidores, en materia de regulación del cobro de servicios de estacionamiento de acceso al público",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=11149-03
